track_name,artist(s)_name,,released_year,released_month,,in_spotify_playlists,in_spotify_charts,,,,,,,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%
Jingle Bell Rock,Bobby Helms,,1957,1,,10326,0,,,,,,,119,D,Major,74,78,37,84,0,6,3
It's Beginning To Look A Lot Like Christmas,Michael Bublï¿,,2011,10,,12353,0,,,,,,,93,E,Major,35,38,23,91,0,29,3
Santa Tell Me,Ariana Grande,,2013,12,,9408,0,,,,,,,133,G,Major,46,53,63,5,0,30,18
It's the Most Wonderful Time of the Year,Andy Williams,,1963,10,,8879,0,,,,,,,202,G,Major,24,76,60,77,0,12,4
Let It Snow! Let It Snow! Let It Snow!,Dean Martin,,1959,11,,6512,0,,,,,,,134,C#,Major,45,72,24,91,0,18,4
Snowman,Sia,,2017,1,,5140,0,,,,,,,105,C#,Major,72,33,51,48,0,9,3
Underneath the Tree,Kelly Clarkson,,2013,10,,6596,0,,,,,,,160,G#,Major,51,69,81,0,0,21,5
Feliz Navidad,Josï¿½ï¿½ Felic,,1970,11,,3788,0,,,,,,,148,D,Major,50,96,82,47,0,34,4
Holly Jolly Christmas,Michael Bublï¿,,2011,10,,7655,0,,,,,,,151,G,Major,65,70,47,87,0,9,4
Mistletoe,Justin Bieber,,2011,1,,9577,0,,,,,,,162,F#,Minor,67,88,54,51,0,9,4
Sleigh Ride,The Ronettes,,1963,11,,10114,0,,,,,,,92,D,Major,53,84,77,40,0,32,3
Seek & Destroy,SZA,,2022,12,,1007,0,,,,,,,152,C#,Major,65,35,65,44,18,21,7
Love Language,SZA,,2022,12,,1127,0,,,,,,,65,A,Minor,71,55,26,85,0,13,8
Happy Xmas (War Is Over),"John Lennon, The Harlem Community Choir, The Plastic Ono Band, Yoko Ono",,1971,12,,10829,0,,,,,,,147,D,Major,33,39,61,32,0,77,3
Used (feat. Don Toliver),"SZA, Don Toliver",,2022,12,,1042,0,,,,,,,150,A#,Minor,73,71,69,53,0,32,9
A Holly Jolly Christmas - Single Version,Burl Ives,,1952,1,,7930,0,,,,,,,140,,Major,67,81,36,64,0,15,3
The Christmas Song (Merry Christmas To You) - Remastered 1999,Nat King Cole,,1946,11,,11500,0,,,,,,,139,C#,Major,36,22,15,84,0,11,4
Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,,1979,11,,1685,0,,,,,,,95,B,Major,75,74,58,36,0,9,3
Do They Know It's Christmas? - 1984 Version,Band Aid,,1984,11,,14169,0,,,,,,,115,,Major,60,23,57,0,2,27,3
Ghost in the Machine (feat. Phoebe Bridgers),"SZA, Phoebe Bridgers",,2022,12,,1634,0,,,,,,,125,F#,Major,62,59,43,84,3,11,5
Special,SZA,,2022,12,,906,0,,,,,,,76,,Major,60,19,20,78,0,11,5
Merry Christmas Everyone,Shakin' Stevens,,1984,1,,1087,0,,,,,,,101,C#,Minor,72,91,87,14,0,13,3
Let It Snow! Let It Snow! Let It Snow!,"Frank Sinatra, B. Swanson Quartet",,1950,1,,10585,0,,,,,,,143,D,Major,60,86,32,88,0,34,6
SOS,SZA,,2022,12,,827,0,,,,,,,119,G,Minor,51,51,66,67,0,9,23
Open Arms (feat. Travis Scott),"SZA, Travis Scott",,2022,12,,1420,4,,,,,,,78,A,Major,67,22,59,76,1,15,16
White Christmas,"Bing Crosby, John Scott Trotter & His Orchestra, Ken Darby Singers",,1942,1,,11940,0,,,,,,,96,A,Major,23,19,25,91,0,40,3
Driving Home for Christmas - 2019 Remaster,Chris Rea,,1986,1,,888,0,,,,,,,180,A,Major,51,87,58,36,0,18,4
Christmas (Baby Please Come Home),Darlene Love,,1963,11,,9122,0,,,,,,,126,D#,Major,34,35,76,39,0,8,5
Gone Girl,SZA,,2022,12,,892,0,,,,,,,150,F,Major,43,42,44,57,0,15,6
F2F,SZA,,2022,12,,989,0,,,,,,,90,D,Major,53,47,74,9,0,34,4
Notice Me,SZA,,2022,12,,819,0,,,,,,,160,F,Major,72,78,68,28,0,11,12
Merry Christmas,"Ed Sheeran, Elton John",,2017,11,,2209,0,,,,,,,114,,Major,59,60,94,24,0,10,4
It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),"Perry Como, The Fontane Sisters, Mitchell Ayres & His Orchestra",,1958,1,,6290,0,,,,,,,113,G,Major,73,72,32,77,0,15,5
My Only Wish (This Year),Britney Spears,,2000,11,,6952,0,,,,,,,147,,Major,67,69,72,17,0,19,3
Antidepresan,"Mabel Matiz, Mert Demir",,2022,11,,313,2,,,,,,,100,B,Minor,70,92,59,3,0,10,3
Wild Flower (with youjeen),RM,,2022,12,,353,2,,,,,,,155,G#,Major,49,42,77,3,0,12,9
I Hate U,SZA,,2021,12,,4094,0,,,,,,,107,G,Minor,54,41,39,51,0,11,16
Raindrops (Insane) [with Travis Scott],"Travis Scott, Metro Boomin",,2022,12,,880,0,,,,,,,112,G#,Major,80,15,54,9,0,38,5
SPIT IN MY FACE!,ThxSoMch,,2022,10,,573,0,,,,,,,166,C#,Major,70,57,57,9,20,11,7
Deck The Hall - Remastered 1999,Nat King Cole,,1959,1,,3299,0,,,,,,,107,F#,Minor,69,96,36,81,0,8,4
Smoking on my Ex Pack,SZA,,2022,12,,811,0,,,,,,,81,G#,Major,47,33,68,24,0,22,38
Conceited,SZA,,2022,12,,899,0,,,,,,,150,C#,Major,79,77,46,5,0,11,7
Snow On The Beach (feat. Lana Del Rey),"Taylor Swift, Lana Del Rey",,2022,10,,2415,0,,,,,,,110,A,Major,66,19,32,69,0,12,4
Maroon,Taylor Swift,,2022,10,,2304,0,,,,,,,108,G,Major,64,4,40,6,0,10,6
Tubarï¿½ï¿½o Te,"Dj LK da Escï¿½ï¿½cia, Tchakabum, mc jhenny, M",,2022,9,,1003,0,,,,,,,130,E,Minor,89,48,74,30,0,7,36
Bejeweled,Taylor Swift,,2022,10,,2699,0,,,,,,,164,G,Major,70,39,56,6,0,9,7
Tarot,"Bad Bunny, Jhay Cortez",,2022,5,,2482,20,,,,,,,114,B,Minor,80,42,68,2,0,66,4
You Make It Feel Like Christmas (feat. Blake Shelton),"Gwen Stefani, Blake Shelton",,2005,9,,2577,0,,,,,,,93,F,Major,63,93,88,1,0,12,4
Desesperados,"Chencho Corleone, Rauw Alejandro",,2021,6,,6821,34,,,,,,,90,C#,Minor,87,51,69,36,0,9,8
Too Late,SZA,,2022,12,,714,0,,,,,,,128,B,Major,45,35,68,78,0,39,8
Party,"Bad Bunny, Rauw Alejandro",,2022,5,,3185,4,,,,,,,97,A,Major,83,47,80,2,0,24,9
Run Rudolph Run - Single Version,Chuck Berry,,1958,1,,8612,0,,,,,,,152,G,Minor,69,94,71,79,0,7,8
Jingle Bells - Remastered 1999,Frank Sinatra,,1957,1,,4326,0,,,,,,,175,G#,Major,51,94,34,73,0,10,5
Far,SZA,,2022,12,,680,0,,,,,,,116,D,Major,61,48,55,67,0,16,8
On Time (with John Legend),"John Legend, Metro Boomin",,2022,12,,398,0,,,,,,,80,F,Minor,33,51,59,76,0,44,6
GATï¿½ï¿½,"Maldy, Karol G",,2022,8,,3328,13,,,,,,,93,B,Minor,63,34,86,26,0,21,39
ýýýabcdefu,Gayle,,2021,8,,7215,0,,,,,,,122,E,Major,70,42,54,30,0,37,5
Sacrifice,The Weeknd,,2022,1,,4440,0,,,,,,,122,G,Major,70,91,79,3,0,7,10
Is There Someone Else?,The Weeknd,,2022,1,,2881,6,,,,,,,135,A,Minor,70,60,58,4,0,16,3
Fingers Crossed,"Lauren Spencer Smith, Lauren Spencer Smith, Lauren Spencer Smith",,2022,1,,2235,0,,,,,,,109,F,Major,60,45,47,62,0,31,5
Out of Time,The Weeknd,,2022,1,,3711,0,,,,,,,93,,Minor,65,82,74,27,0,32,5
Do It To It,"Cherish, ACRAZE",,2021,8,,12403,0,,,,,,,125,B,Minor,85,64,81,2,5,7,9
We Don't Talk About Bruno,"Adassa, Mauro Castillo, Stephanie Beatriz, Encanto - Cast, Rhenzy Feliz, Diane Guerrero, Carolina Gaitan",,2021,11,,2785,0,,,,,,,206,,Minor,58,83,45,36,0,11,8
Pepas,Farruko,,2021,6,,14114,17,,,,,,,130,G,Major,76,44,77,1,0,13,3
How Do I Make You Love Me?,The Weeknd,,2022,1,,1915,0,,,,,,,121,G,Minor,80,62,51,2,0,9,8
Gasoline,The Weeknd,,2022,1,,2297,0,,,,,,,123,F#,Minor,74,35,73,0,0,21,5
Infinity,Jaymes Young,,2017,6,,4375,0,,,,,,,122,B,Minor,67,50,67,15,0,30,4
Less Than Zero,The Weeknd,,2022,1,,2800,0,,,,,,,143,,Major,53,50,79,0,0,8,3
Take My Breath,The Weeknd,,2021,8,,2597,0,,,,,,,121,A#,Minor,70,35,77,1,0,26,4
good 4 u,Olivia Rodrigo,,2021,5,,15563,6,,,,,,,166,F#,Minor,56,68,66,28,0,11,18
"Here We Goï¿½ï¿½ï¿½ Again (feat. Tyler, the Cr","The Weeknd, Tyler, The Creator",,2022,1,,1420,0,,,,,,,135,C#,Major,41,27,64,36,0,60,3
Best Friends,The Weeknd,,2022,1,,1292,0,,,,,,,87,E,Minor,49,49,59,44,0,35,21
Kiss Me More (feat. SZA),"SZA, Doja Cat",,2021,4,,15867,0,,,,,,,111,G#,Major,77,74,66,30,0,13,3
I Heard You're Married (feat. Lil Wayne),"The Weeknd, Lil Wayne",,2022,1,,1178,0,,,,,,,110,D,Major,75,85,84,10,0,31,19
Need To Know,Doja Cat,,2021,6,,6672,0,,,,,,,130,C#,Major,66,19,61,30,0,9,7
MONTERO (Call Me By Your Name),Lil Nas X,,2020,9,,12329,0,,,,,,,179,G#,Minor,61,76,51,30,0,38,15
love nwantiti (ah ah ah),Ckay,,2019,7,,5669,2,,,,,,,93,F,Minor,74,53,73,61,0,13,4
Dawn FM,The Weeknd,,2022,1,,811,0,,,,,,,78,A,Minor,27,10,49,62,0,49,5
Surface Pressure,Jessica Darrow,,2021,11,,1756,0,,,,,,,180,D,Major,65,37,58,2,0,4,31
Starry Eyes,The Weeknd,,2022,1,,1014,0,,,,,,,86,A,Minor,28,13,41,50,0,19,3
THATS WHAT I WANT,Lil Nas X,,2021,9,,7963,0,,,,,,,88,C#,Minor,74,55,85,1,0,5,22
One Right Now (with The Weeknd),"The Weeknd, Post Malone",,2021,11,,4771,0,,,,,,,97,C#,Major,68,72,78,4,0,7,5
Beggin,Mï¿½ï¿½ne,,2017,12,,8559,0,,,,,,,134,B,Minor,71,59,80,13,0,36,5
Mon Amour - Remix,"Aitana, zzoilo",,2020,9,,3221,2,,,,,,,116,D,Major,75,36,76,12,0,10,10
Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),"Julieta Venegas, Bad Bunny, Tainy",,2021,10,,3423,26,,,,,,,170,E,Minor,64,14,70,9,0,9,8
MONEY,Lisa,,2021,9,,2566,13,,,,,,,140,C#,Minor,83,40,55,16,0,14,23
The Motto,"Tiï¿½ï¿½sto, Ava",,2021,11,,9151,6,,,,,,,118,G,Minor,75,46,76,3,0,9,4
Happier Than Ever,Billie Eilish,,2021,7,,8476,0,,,,,,,65,,Major,31,31,24,76,0,14,4
Moth To A Flame (with The Weeknd),"The Weeknd, Swedish House Mafia",,2021,10,,7495,17,,,,,,,120,,Minor,56,16,67,0,0,11,4
traitor,"Juan Cruz Toledo, Huilen Toledo",,2021,5,,5257,6,,,,,,,176,D#,Major,29,12,33,68,0,12,5
Toxic,BoyWithUke,,2021,9,,1795,0,,,,,,,180,G#,Minor,59,69,61,84,0,46,36
drivers license,Olivia Rodrigo,,2021,1,,12685,3,,,,,,,144,A#,Major,59,21,43,76,0,10,7
Malvadï¿½ï¿,"Xamï¿½ï¿½, Gustah, Neo B",,2021,11,,648,1,,,,,,,133,F#,Minor,82,52,61,38,0,14,27
All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Taylor Swift,,2021,11,,4635,5,,,,,,,93,,Major,63,21,52,28,0,9,3
Donï¿½ï¿½ï¿½t Break My,The Weeknd,,2022,1,,1184,0,,,,,,,122,A#,Major,77,25,62,34,0,23,3
Oh My God,Adele,,2021,11,,4431,0,,,,,,,88,C#,Major,53,55,73,9,0,3,5
Entre Nosotros (Remix) [con Nicki Nicole],"Lit Killah, Maria Becerra, Tiago pzk, NICKI NICOLE",,2022,1,,759,3,,,,,,,170,F,Minor,70,61,44,40,0,37,4
A Tale By Quincy,The Weeknd,,2022,1,,733,0,,,,,,,94,F,Minor,46,55,50,71,0,10,11
I AM WOMAN,Emmy Meli,,2021,11,,2795,0,,,,,,,170,A#,Major,65,46,47,12,0,13,16
Medallo,"Justin Quiles, Lenny Tavï¿½ï¿½rez, BL",,2021,10,,2780,2,,,,,,,90,E,Minor,79,79,70,57,0,66,8
It'll Be Okay,Shawn Mendes,,2021,12,,1950,0,,,,,,,78,G,Major,40,7,29,62,0,9,3
Softcore,The Neighbourhood,,2018,3,,3947,12,,,,,,,94,D,Major,57,36,58,5,0,15,3
Super Gremlin,Kodak Black,,2021,10,,2551,0,,,,,,,73,D,Major,83,11,41,0,0,36,14
Volvï¿,"Aventura, Bad Bunny",,2021,8,,5375,10,,,,,,,176,C#,Major,73,79,86,42,0,7,18
Todo De Ti,Rauw Alejandro,,2020,11,,11975,8,,,,,,,128,D#,Minor,81,57,63,40,1,10,4
Love Nwantiti - Remix,"Ckay, AX'EL, Dj Yo!",,2019,8,,2696,0,,,,,,,120,G#,Major,58,44,60,44,9,5,6
Smokin Out The Window,"Bruno Mars, Anderson .Paak, Silk Sonic",,2021,11,,4963,0,,,,,,,82,D,Major,63,85,62,6,0,35,4
Meet Me At Our Spot,"THE ANXIETY, Willow, Tyler Cole",,2020,3,,6734,0,,,,,,,95,D,Major,77,40,47,2,0,9,3
Every Angel is Terrifying,The Weeknd,,2022,1,,715,0,,,,,,,118,,Major,44,52,94,11,0,4,29
Tacones Rojos,Sebastian Yatra,,2021,10,,3047,9,,,,,,,123,B,Minor,75,93,86,8,0,14,3
Peaches (feat. Daniel Caesar & Giveon),"Justin Bieber, Daniel Caesar, Giveon",,2021,3,,14140,0,,,,,,,90,,Major,63,49,68,38,0,42,18
Dakiti,"Bad Bunny, Jhay Cortez",,2020,10,,11215,21,,,,,,,110,E,Minor,73,14,57,40,0,11,5
"Tiago PZK: Bzrp Music Sessions, Vol. 48","Bizarrap, Tiago pzk",,2021,12,,1678,12,,,,,,,96,C#,Minor,66,76,82,47,0,10,32
Lï¿½ï¿½ï¿,Stromae,,2022,1,,2035,0,,,,,,,88,D,Minor,56,58,55,35,0,23,11
Nostï¿½ï¿½l,"Chris Brown, Rvssian, Rauw Alejandro",,2021,9,,2780,2,,,,,,,98,A,Minor,73,60,85,17,0,24,5
Better Days (NEIKED x Mae Muller x Polo G),"NEIKED, Mae Muller, Polo G",,2021,9,,4091,0,,,,,,,110,,Minor,72,67,68,0,0,14,4
Life Goes On,Oliver Tree,,2020,7,,2868,0,,,,,,,80,,Major,70,57,49,19,0,12,8
Sad Girlz Luv Money Remix (feat. Kali Uchis),"Kali Uchis, Amaarae, Moliy",,2021,9,,3643,0,,,,,,,110,C#,Minor,86,31,53,43,0,11,6
Butter,BTS,,2021,5,,4779,6,,,,,,,110,G#,Major,79,70,36,0,0,6,11
pushin P (feat. Young Thug),"Young Thug, Future, Gunna",,2022,1,,3517,0,,,,,,,78,C#,Minor,77,49,42,1,1,13,19
You Right,"Doja Cat, The Weeknd",,2021,6,,5073,0,,,,,,,129,G#,Major,83,44,62,2,0,8,6
deja vu,Olivia Rodrigo,,2021,4,,7545,4,,,,,,,181,A,Major,44,22,60,61,0,42,9
Dynamite,BTS,,2020,8,,8528,5,,,,,,,114,F#,Minor,75,74,77,1,0,9,10
TO THE MOON,Jnr Choi,,2021,11,,2979,0,,,,,,,144,D,Major,74,39,65,5,1,11,35
Lost in the Fire,"The Weeknd, Gesaffelstein",,2019,1,,7731,2,,,,,,,101,D,Major,66,18,68,9,0,12,4
Salimo de Noche,"Trueno, Tiago pzk",,2021,10,,1057,0,,,,,,,84,D,Major,67,78,63,29,0,12,5
Volando - Remix,"Sech, Bad Bunny, Mora",,2021,7,,3272,19,,,,,,,154,F#,Major,66,63,69,21,0,11,7
Leave The Door Open,"Bruno Mars, Anderson .Paak, Silk Sonic",,2021,3,,14417,0,,,,,,,148,F,Major,59,72,62,18,0,9,3
Knife Talk (with 21 Savage ft. Project Pat),"Drake, Project Pat, 21 Savage",,2021,9,,5199,0,,,,,,,146,F,Minor,85,22,37,13,0,7,30
Don't Be Shy,"Tiï¿½ï¿½sto, Kar",,2021,8,,6026,0,,,,,,,120,B,Minor,77,51,79,20,0,26,6
Love Grows (Where My Rosemary Goes),Edison Lighthouse,,1970,1,,2877,0,,,,,,,110,A,Major,53,75,69,7,0,17,3
LA FAMA (with The Weeknd),"The Weeknd, ROSALï¿½",,2021,11,,4640,3,,,,,,,136,,Minor,77,82,30,95,0,13,5
The Family Madrigal,"Olga Merediz, Stephanie Beatriz, Encanto - Cast",,2021,11,,1150,0,,,,,,,141,C#,Major,59,56,63,12,0,6,36
Phantom Regret by Jim,The Weeknd,,2022,1,,768,0,,,,,,,108,A,Minor,46,23,48,75,30,14,4
Dos Oruguitas,Sebastian Yatra,,2021,11,,925,0,,,,,,,94,,Major,42,47,36,76,0,9,5
Freaks,Surf Curse,,2015,5,,3006,3,,,,,,,180,A,Major,35,41,94,0,63,5,5
Acapulco,Jason Derulo,,2021,9,,3098,0,,,,,,,122,A#,Major,77,51,79,5,0,16,5
Daddy Issues,The Neighbourhood,,2015,10,,9771,4,,,,,,,85,A#,Major,59,33,52,7,15,12,3
thought i was playing,"21 Savage, Gunna",,2022,1,,807,0,,,,,,,148,C#,Major,68,29,73,0,0,7,7
ELEVEN,IVE,,2021,12,,521,1,,,,,,,120,A,Major,83,59,73,6,0,5,11
Mood (feat. Iann Dior),"24kgoldn, Iann Dior",,2020,7,,12854,0,,,,,,,91,G,Minor,70,76,72,22,0,27,4
What Else Can I Do?,"Stephanie Beatriz, Diane Guerrero",,2021,11,,802,0,,,,,,,120,E,Major,72,54,71,26,0,10,4
DANCE CRIP,Trueno,,2021,11,,731,0,,,,,,,106,,Major,86,86,79,11,0,8,9
Miserable Man,David Kushner,,2022,1,,788,0,,,,,,,110,A#,Major,63,31,35,93,0,29,3
happier,Olivia Rodrigo,,2021,5,,3069,4,,,,,,,169,F#,Major,39,36,45,81,0,8,13
Praise God,Kanye West,,2021,8,,4651,0,,,,,,,118,C#,Major,80,21,55,1,0,26,17
Get Into It (Yuh),Doja Cat,,2021,6,,4999,0,,,,,,,92,G#,Minor,91,79,66,32,0,9,16
Before You Go,Lewis Capaldi,,2019,11,,8327,24,,,,,,,112,D#,Major,45,19,60,63,0,9,6
Sky,Playboi Carti,,2020,12,,3297,3,,,,,,,140,D,Major,79,56,91,26,0,13,21
Rolling in the Deep,Adele,,2010,11,,35684,6,,,,,,,105,G#,Major,73,52,76,13,0,5,3
Sobrio,Maluma,,2021,7,,3506,10,,,,,,,178,F,Major,76,63,77,14,0,15,22
Peru,"Ed Sheeran, Fireboy DML",,2021,12,,2999,0,,,,,,,108,G,Minor,96,71,42,57,0,8,9
favorite crime,Olivia Rodrigo,,2021,5,,3681,0,,,,,,,173,A,Major,40,19,29,86,0,34,4
Thunder,"Prezioso, Gabry Ponte, LUM!X",,2021,5,,4846,10,,,,,,,101,C#,Major,67,40,90,3,0,34,6
The Business,Tiï¿½ï¿,,2020,1,,14311,0,,,,,,,120,G#,Minor,80,24,62,41,2,11,23
positions,Ariana Grande,,2020,10,,8207,0,,,,,,,144,,Major,73,66,80,44,0,9,12
I WANNA BE YOUR SLAVE,Mï¿½ï¿½ne,,2021,3,,4873,0,,,,,,,133,C#,Major,75,96,61,0,0,18,4
Vai Lï¿½ï¿½ Em Casa ,"Marï¿½ï¿½lia Mendonï¿½ï¿½a, George Henrique &",,2021,10,,772,0,,,,,,,158,G#,Minor,46,62,83,53,0,97,28
The Feels,TWICE,,2021,10,,1150,0,,,,,,,120,A,Major,81,92,90,9,0,8,7
HEARTBREAK ANNIVERSARY,Giveon,,2020,2,,5398,4,,,,,,,129,,Major,61,59,46,56,0,13,5
No Lie,"Sean Paul, Dua Lipa",,2016,11,,7370,0,,,,,,,102,G,Major,74,45,89,5,0,26,13
OUT OUT (feat. Charli XCX & Saweetie),"Charli XCX, Jax Jones, Joel Corry, Saweetie",,2021,8,,6890,0,,,,,,,124,G#,Minor,79,79,84,2,0,5,5
Pope Is a Rockstar,SALES,,2016,4,,1966,0,,,,,,,90,E,Minor,73,31,45,85,24,11,3
2055,Sleepy hallow,,2021,4,,2226,0,,,,,,,161,F#,Minor,78,65,52,46,0,12,31
Bored,Billie Eilish,,2017,3,,4204,0,,,,,,,120,G,Major,60,11,33,90,0,8,5
Happier Than Ever - Edit,Billie Eilish,,2021,7,,1959,0,,,,,,,81,,Major,45,12,57,7,0,23,3
Astronaut In The Ocean,Masked Wolf,,2019,1,,7191,0,,,,,,,150,E,Minor,78,47,70,18,0,15,9
Ley Seca,"Anuel Aa, Jhay Cortez",,2021,9,,2012,0,,,,,,,105,G#,Major,76,58,84,10,0,13,10
Every Summertime,NIKI,,2021,8,,1211,2,,,,,,,79,F#,Major,63,76,67,38,0,6,4
Talking To The Moon,Bruno Mars,,2010,10,,7109,2,,,,,,,146,C#,Minor,52,7,61,51,0,11,3
you broke me first,Tate McRae,,2020,4,,6638,0,,,,,,,124,E,Major,64,8,37,79,0,9,5
The Nights,Avicii,,2014,1,,17354,8,,,,,,,126,F#,Major,53,66,85,2,0,24,4
Take My Breath,The Weeknd,,2021,8,,6392,0,,,,,,,121,G#,Major,75,53,74,2,0,11,5
Way 2 Sexy (with Future & Young Thug),"Drake, Future, Young Thug",,2021,9,,5481,0,,,,,,,136,B,Minor,80,33,60,0,0,32,14
Cï¿½ï¿½,Rauw Alejandro,,2021,6,,2636,3,,,,,,,102,A,Minor,77,26,63,58,0,11,5
Enemy - from the series Arcane League of Legends,"Imagine Dragons, League of Legends, Arcane",,2021,10,,824,0,,,,,,,77,G,Major,73,54,74,23,0,41,23
Dance Monkey,Tones and I,,2019,5,,24529,0,,,,,,,98,F#,Minor,82,54,59,69,0,18,10
Lucid Dreams,Juice WRLD,,2017,6,,14749,0,,,,,,,84,B,Minor,44,22,48,38,0,33,24
Quï¿½ï¿½ Mï¿½ï¿,"J Balvin, Maria Becerra",,2021,1,,8087,0,,,,,,,102,G#,Major,89,77,82,3,0,17,11
All of Me,John Legend,,2013,8,,27221,0,,,,,,,120,G#,Major,42,33,26,92,0,13,3
Smells Like Teen Spirit - Remastered 2021,Nirvana,,1991,9,,49991,9,,,,,,,117,C#,Major,52,73,91,0,0,11,7
Arcade,Duncan Laurence,,2019,3,,6646,0,,,,,,,72,A,Minor,45,27,33,82,0,14,4
Fair Trade (with Travis Scott),"Drake, Travis Scott",,2021,9,,5403,6,,,,,,,168,C#,Major,67,29,47,5,0,22,26
Bar,"Tini, L-Gante",,2021,11,,755,4,,,,,,,94,C#,Major,52,68,69,13,0,33,8
The Rumbling (TV Size),SiM,,2022,1,,254,0,,,,,,,145,G#,Major,41,65,88,0,0,26,5
family ties (with Kendrick Lamar),"Kendrick Lamar, Baby Keem",,2021,8,,6308,5,,,,,,,134,C#,Major,71,14,61,1,0,23,33
Mr. Brightside,The Killers,,2003,9,,51979,15,,,,,,,148,C#,Major,35,24,93,0,0,10,8
Blessed-Cursed,ENHYPEN,,2022,1,,246,0,,,,,,,127,E,Minor,60,40,89,9,0,60,6
AM Remix,"J Balvin, Nio Garcia, Bad Bunny",,2021,6,,6556,0,,,,,,,172,F#,Minor,74,79,66,11,0,8,16
Streets,Doja Cat,,2019,11,,5728,0,,,,,,,90,B,Major,75,19,46,21,4,34,8
Shallow,"Lady Gaga, Bradley Cooper",,2018,9,,16636,12,,,,,,,96,G,Major,57,30,40,38,0,26,3
Polaroid Love,ENHYPEN,,2022,1,,461,0,,,,,,,138,G,Minor,74,65,67,46,0,36,4
Leave Before You Love Me (with Jonas Brothers),"Marshmello, Jonas Brothers",,2021,4,,4893,4,,,,,,,120,G,Major,72,67,72,0,0,13,4
Permission to Dance,BTS,,2021,7,,1801,2,,,,,,,125,A,Major,70,65,74,1,0,34,4
Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,"Riton, Nightcrawlers, Mufasa & Hypeman, Dopamine",,2021,1,,12043,0,,,,,,,123,D,Major,82,80,86,1,0,30,13
RAPSTAR,Polo G,,2021,4,,4731,0,,,,,,,81,F#,Major,79,44,54,41,0,13,24
'Till I Collapse,"Eminem, Nate Dogg",,2002,5,,22923,0,,,,,,,171,C#,Major,55,10,85,7,0,8,20
Memories,Maroon 5,,2019,9,,9974,2,,,,,,,91,B,Major,77,60,32,84,0,8,5
Se Le Ve,"Arcangel, De La Ghetto, Justin Quiles, Lenny Tavï¿½ï¿½rez, Sech, Dalex, Dimelo Flow, Rich Music",,2021,8,,1560,0,,,,,,,84,G,Minor,56,61,76,10,0,14,11
25k jacket (feat. Lil Baby),"Gunna, Lil Baby",,2022,1,,620,0,,,,,,,115,F,Minor,90,74,54,16,0,13,28
When Iï¿½ï¿½ï¿½m Gone (with Katy ,"Katy Perry, Alesso",,2021,12,,3270,0,,,,,,,125,,Major,69,70,89,4,0,49,3
Esqueï¿½ï¿½a-Me Se For C,"Marï¿½ï¿½lia Mendonï¿½ï¿½a, Maiara &",,2021,10,,580,0,,,,,,,122,F#,Minor,80,62,69,28,0,13,7
Miï¿½ï¿½n,"Tini, Maria Becerra",,2021,4,,3406,16,,,,,,,92,D,Major,85,92,54,16,0,29,7
Sï¿½ï¿½,"Anuel Aa, Myke Towers, Jhay Cortez",,2021,11,,903,0,,,,,,,90,F#,Minor,63,75,75,17,0,11,8
MAMIII,"Karol G, Becky G",,2022,2,,6809,28,,,,,,,94,E,Minor,84,90,70,9,0,14,8
Still D.R.E.,"Dr. Dre, Snoop Dogg",,1999,1,,33966,0,,,,,,,93,B,Major,81,53,78,18,0,6,24
Stay Alive (Prod. SUGA of BTS),Jung Kook,,2022,2,,590,5,,,,,,,130,D,Minor,51,50,76,30,0,10,7
Boyfriend,Dove Cameron,,2022,2,,3766,0,,,,,,,180,G,Minor,35,23,61,23,0,19,6
The Joker And The Queen (feat. Taylor Swift),"Ed Sheeran, Taylor Swift",,2022,2,,1430,0,,,,,,,134,,Major,53,31,31,92,0,28,3
The Next Episode,"Dr. Dre, Snoop Dogg",,1999,1,,31762,0,,,,,,,95,D#,Minor,92,31,89,3,0,8,25
Light Switch,Charlie Puth,,2022,1,,4049,0,,,,,,,184,F#,Major,69,91,63,11,0,9,31
City of Gods,"Kanye West, Alicia Keys, Fivio Foreign",,2022,2,,2096,0,,,,,,,147,G#,Minor,47,50,80,10,0,32,38
Brividi,"Mahmood, Blanco",,2022,2,,1175,0,,,,,,,123,G,Major,52,44,60,40,0,26,3
Lost,Frank Ocean,,2012,1,,29499,11,,,,,,,123,A#,Minor,91,49,61,3,0,17,22
In Da Club,50 Cent,,2002,1,,30427,7,,,,,,,90,F#,Minor,90,79,71,26,0,7,37
she's all i wanna be,Tate McRae,,2022,2,,2711,0,,,,,,,160,D,Minor,61,65,64,1,0,12,4
Ginseng Strip 2002,Yung Lean,,2013,8,,4310,0,,,,,,,115,C#,Major,60,37,71,8,0,48,4
All For Us - from the HBO Original Series Euphoria,"Labrinth, Zendaya",,2019,8,,5342,0,,,,,,,141,D#,Major,37,17,67,2,0,34,9
Notion,The Rare Occasions,,2016,8,,2393,0,,,,,,,160,A,Major,31,30,88,7,0,8,8
Formula,Labrinth,,2019,10,,3444,7,,,,,,,145,B,Major,57,23,66,4,6,15,4
